pos word,label
NN wear,trust
JJ indignant,anger
JJ swampy,disgust|fear
JJ ashamed,disgust|sadness
NN raving,anger|anticipation|fear|joy|surprise
NN ravine,fear
JJ exquisite,joy
JJ egregious,anger|disgust
JJ dread,anticipation|fear
VB cough,disgust
VB assail,anger|fear|surprise
NN sap,sadness
VB drivel,disgust
NN assessor,trust
VB quarrel,anger
JJ hurtful,anger|disgust|fear|sadness
JJ proof,trust
NN fugitive,anger|disgust|fear|sadness|trust
JJ unimaginable,surprise
JJ disapproving,anger|disgust|sadness
VB steal,anger|fear|sadness
VB interrogate,fear
NN assault,anger|fear
NN bombardment,anger|fear
NN malaria,disgust|fear|sadness
VB intercede,fear|sadness
NN nobleman,trust
JJ impeccable,trust
NN kicking,anger
NN toxin,fear
NN ghost,fear
NN peril,anticipation|fear|sadness
NN illegality,anger|disgust|fear
NN frankness,trust
JJ expected,anticipation
NN volunteer,anticipation|fear|joy|trust
JJ politic,disgust
RB plump,anticipation
NN cable,surprise
NN lower,sadness
NN doldrums,sadness
NN humiliation,disgust|sadness
NN salvation,anticipation|joy|trust
NN paddle,anticipation
NN fraud,anger
VB gag,disgust
NN incursion,fear
NN avenger,anger
VB sparkle,anticipation|joy|surprise
VB repay,anger|anticipation|joy|trust
NN testament,anticipation|trust
JJ bigoted,anger|disgust|fear|sadness
JJ repellant,disgust|fear
VB lines,fear
JJ spurious,disgust
NN hallucination,fear
JJ worthless,anger|disgust|sadness
JJ premeditated,fear
NN lust,anticipation
NN antagonism,anger
JJ dashed,anger|fear|sadness
JJ actionable,anger|disgust
NN antagonist,anger
NN examination,fear|surprise
JJ engaging,joy|trust
VB seize,fear
JJ disabled,fear|sadness
NN rue,sadness
NN dictatorship,anger|anticipation|disgust|fear|sadness
JJ unfortunate,sadness
NN materialist,disgust
JJ scorching,anger
NN dominant,fear
NN grasping,anticipation
NN pavement,trust
VB disembodied,fear|sadness
NN scarecrow,fear
NN asp,fear
NN germination,anticipation
VB jolt,surprise
NN heartache,sadness
JJ uneasy,disgust|fear
VB lust,anticipation
NN soldier,anger|sadness
NN art,anticipation|joy|sadness|surprise
JJ preservative,anticipation|joy|surprise|trust
NN enmity,anger|fear|sadness
NN socialist,anger|disgust|fear|sadness
JJ proud,anticipation|joy|trust
NN nestle,trust
NN offset,anticipation
NN socialism,disgust|fear
JJ scrub,disgust
NN immaturity,anger|anticipation
VB apologize,sadness|trust
VB buffet,anger
JJ depressed,anger|fear|sadness
JJ heavenly,anticipation|joy|trust
JJ stagnant,sadness
VB secrete,disgust
NN shroud,sadness
JJ conscientious,trust
NN harbor,trust
NN longing,anticipation|sadness
NN sneeze,disgust|surprise
VB dabbling,anger|disgust
JJ dying,anger|disgust|fear|sadness
NN peace,anticipation|joy|trust
JJ entangled,anger|disgust|fear|sadness
VB sick,disgust|sadness
VB extricate,anticipation
NN demonstrative,joy|sadness
NN offensive,anger|disgust
NN shooting,anger|fear
VB undertaking,anticipation
JJ godless,anger
NN marrow,joy|trust
JJ mournful,anger|fear|sadness
RB real,trust
JJ overdue,anticipation|sadness|surprise
VB hide,fear
VB absent,sadness
JJ inviting,anticipation|joy|surprise|trust
JJ excellent,joy|trust
NN departed,sadness
NN embrace,anticipation|joy|surprise|trust
VB officer,trust
NN tenderness,joy
NN backwater,sadness
JJ veteran,trust
VB labored,sadness
NN special,joy
VB alerts,anticipation|fear|surprise
VB green,joy|trust
JJ impure,disgust
JJ bewildered,fear|surprise
NN prerequisite,anticipation
NN ditty,joy
JJ interim,anticipation
VB leave,sadness|surprise
VB depreciate,anger|disgust
JJ timid,fear|sadness
JJ aggravated,anger
JJ succeeding,anticipation|joy|trust
NN growling,anger|disgust|fear
VB sizzle,anger
NN patter,anger
NN boy,disgust
JJ berserk,anger
NN compliment,anticipation|joy|surprise|trust
NN involution,anger
VB camouflaged,surprise
NN combat,anger|fear
NN spa,anticipation|joy|surprise|trust
NN virgin,trust
VB decayed,disgust|sadness
NN domination,anger|fear|sadness
VB exclaim,surprise
VB terrorize,anger|fear|sadness
NN guess,surprise
VB lull,anticipation
NN sob,sadness
VB court,anger|anticipation|fear
NN music,joy|sadness
JJ bearish,anger|fear
VB calls,anticipation|trust
VB fee,anger
JJ delicious,joy
VB bully,anger|fear
JJ unbridled,anger|anticipation|fear|surprise
NN onset,anticipation
NN interrogation,fear
NN outcry,anger|fear|surprise
JJ virtuous,joy|trust
NN validity,fear
JJ unsuccessful,sadness
NN lender,trust
VB torture,anger|anticipation|disgust|fear|sadness
JJ immoral,anger|disgust|fear|sadness
VB author,trust
JJ disgraced,anger|disgust|sadness
NN celebration,anticipation|joy|surprise|trust
NN choral,joy
JJ exhausted,sadness
VB mislead,anger|fear|trust
NN network,anticipation
NN sue,anger|sadness
NN opposition,anger
NN sun,anticipation|joy|surprise|trust
NN volcano,fear|surprise
VB crunch,anger
VB thrash,anger|disgust|fear|sadness
VB submit,anticipation
NN bouquet,joy|trust
NN sty,disgust
NN quivering,fear
JJ vulgar,disgust
NN accompaniment,anticipation|joy|trust
JJ flying,fear
JJ abominable,disgust|fear
VB blast,anger|fear|surprise
JJ apprehensive,anticipation|fear
NN relative,trust
NN eagle,trust
JJ confident,joy|trust
VB obliging,anger|anticipation|disgust|fear|joy|surprise|trust
JJ gory,anger|disgust|fear|sadness
JJ durable,trust
VB cleave,fear
JJ unemployed,fear|sadness
NN desert,anger|disgust|fear|sadness
VB shank,fear
NN bugaboo,anger|fear|sadness
NN eyewitness,trust
NN blossom,joy
JJ barren,sadness
NN sacrifices,disgust|fear|sadness
VB strangle,anger|disgust|fear|sadness|surprise
VB remand,anger
VB trick,surprise
VB crying,sadness
JJ tranquil,joy
VB shame,disgust|fear|sadness
VB amnesty,joy
NN monsoon,sadness
VB bothering,anger|sadness
JJ navigable,anticipation
VB fib,anger
VB fitting,anticipation|joy|trust
NN competency,trust
NN sonar,anticipation
VB criticize,anger|disgust|fear|sadness
NN sir,trust
NN sin,anger|disgust|fear|sadness
NN dysentery,disgust|sadness
NN merriment,joy|surprise
NN competence,trust
JJ wicked,fear
NN sib,trust
VB failing,anger|anticipation|fear|sadness
NN ransom,anger|fear
NN sentence,anger|anticipation|disgust|fear|sadness
VB mocking,anger|disgust|sadness
NN cutter,fear
JJ dilapidated,disgust|sadness
VB confiscate,anger|sadness
NN champion,anticipation|joy|trust
NN honor,trust
NN wallow,disgust|sadness
VB share,anticipation|joy|trust
JJ thriving,anticipation|joy
NN hollow,sadness
VB shun,anger|disgust|sadness
NN rattlesnake,fear
JJ accusing,anger|fear
NN bee,anger|fear
NN typhoon,fear
NN silly,joy
JJ grisly,disgust|fear
NN pimple,disgust
JJ perverse,anger|disgust|fear
JJ memorable,joy|surprise|trust
JJ unsightly,disgust
NN dissolution,anger|fear|sadness|surprise
NN leer,disgust
NN sex,anticipation|joy|trust
NN abandon,fear|sadness
NN appreciation,joy|trust
VB rapping,anger
NN crude,disgust
VB stealing,disgust|fear
VB blame,anger|disgust
JJ marine,trust
VB shopping,anticipation|joy|surprise|trust
NN havoc,anger|fear
VB renounce,anger
NN foreigner,fear
VB occult,disgust|fear
JJ prerequisite,anticipation
NN electorate,trust
VB enliven,joy|surprise|trust
NN aggressor,anger|fear
NN improvisation,surprise
JJ supporting,trust
JJ quack,disgust
JJ mistaken,fear
RB commendable,joy|trust
VB spike,fear
VB depreciated,anger|disgust|fear|sadness
NN greatness,joy|surprise|trust
VB forbid,sadness
VB overpriced,anger|disgust|sadness
NN mediator,anticipation|trust
NN eager,anticipation|joy|surprise|trust
JJ usual,trust
NN school,trust
NN slush,disgust|surprise
NN dishonor,anger|disgust|fear|sadness
VB eschew,anger|sadness
NN confederate,trust
VB count,trust
NN aloha,anticipation|joy
NN passion,anticipation|joy|trust
NN gradual,anticipation
NN discomfort,sadness
VB disclaim,anger|disgust|trust
NN parasite,disgust|fear
NN screech,fear|surprise
VB atone,anticipation|joy|trust
VB prosecute,anger|fear|sadness
JJ skillful,trust
VB show,trust
VB hurried,anticipation
NN cuddle,joy|trust
NN cap,anticipation|trust
NN general,trust
NN affection,joy|trust
JJ utopian,anticipation|joy|trust
NN hype,anticipation
NN cad,anger|disgust
JJ advance,anticipation|fear|joy|surprise
VB omen,anticipation|fear
RB tomorrow,anticipation
VB rejects,anger|fear|sadness
VB shot,anger|fear|sadness|surprise
NN subjugation,anger|disgust|fear|sadness
NN oddity,disgust|sadness|surprise
VB shaking,fear
NN disturbance,anger|fear|sadness|surprise
VB choke,anger|sadness
NN sequestration,sadness
VB pivot,trust
NN tax,sadness
JJ distressing,anger|fear
JJ pedigree,trust
JJ bottom,sadness
JJ extinct,sadness
JJ responsible,trust
VB vanished,fear|sadness|surprise
NN newcomer,fear|surprise
VB signify,anticipation
NN patrol,trust
NN patron,trust
VB adore,anticipation|joy|trust
NN omen,anticipation|fear
VB hype,anticipation
JJ unwell,sadness
NN dance,joy|trust
JJ gruesome,disgust
NN shot,anger|fear|sadness|surprise
JJ hideous,disgust|fear|sadness
NN show,trust
NN commotion,anger
NN slaughter,anger|disgust|fear|sadness|surprise
NN criminality,anger|disgust|fear
NN board,anticipation
VB waver,fear
VB offering,trust
JJ discontent,anger|disgust|fear|sadness
NN wasting,disgust|fear|sadness
NN warrior,anger|fear
JJ vacuous,disgust
JJ disconnected,sadness
VB shatter,anger|fear|sadness|surprise
NN dandy,disgust
VB hymn,anticipation|joy|sadness|trust
NN vomit,disgust
NN professorship,trust
JJ intolerable,anger
NN guerilla,fear
JJ vengeful,anger|fear
JJ friendly,anticipation|joy|trust
VB craving,anticipation
NN catch,surprise
JJ sinning,disgust
NN savor,anticipation|disgust|joy|sadness|trust
NN perturbation,fear
NN gent,anger|disgust|fear
NN boredom,sadness
VB exalt,anticipation|joy|trust
VB ship,anticipation
NN xenophobia,fear
VB shit,anger|disgust
NN invite,anticipation|joy|surprise|trust
JJ confirmed,trust
NN hopeful,anticipation|joy|surprise|trust
NN germ,anticipation|disgust
JJ majestic,anticipation|joy|surprise|trust
JJ lost,sadness
NN euthanasia,fear|sadness
NN conspiracy,fear
VB endow,trust
JJ delighted,anticipation|joy|surprise
JJ farcical,disgust
NN scandal,fear
VB repelling,disgust
NN petroleum,disgust
NN diamond,joy
VB misrepresented,anger
VB disapprove,anger|disgust|fear|sadness
JJ unbroken,trust
NN strike,anger
VB wan,fear|sadness
VB war,fear
JJ malignant,anger|fear
JJ diseased,disgust|fear|sadness
VB crippled,sadness
NN ovation,sadness
JJ splendid,joy|surprise
NN agitation,anger
VB renegade,anger
VB force,anger|fear
NN medal,anticipation|joy|surprise|trust
VB grudge,anger
VB provide,trust
VB foray,anger
JJ intimate,anticipation|joy|trust
NN blitz,surprise
VB fright,fear|surprise
VB distressed,fear
NN allegation,anger
NN holiness,anticipation|fear|joy|surprise|trust
NN moral,anger|trust
JJ experienced,trust
NN injection,fear
JJ playful,anger|joy|surprise|trust
NN eradication,anger|disgust|fear
NN degeneracy,anger|disgust|sadness
VB rumor,sadness
NN bug,disgust|fear
JJ bovine,disgust
NN bliss,joy
JJ obese,disgust
NN bum,disgust|sadness
VB unsettled,anger|disgust|fear
VB suggest,trust
NN indifference,anger|disgust|fear|sadness
NN expectation,anticipation
JJ interrupted,sadness
NN sweet,anticipation|joy|surprise|trust
JJ thundering,anger|fear
JJ serial,anticipation
NN elegance,anticipation|joy|trust
VB shack,disgust|sadness
JJ worthy,trust
VB vouch,trust
NN edition,anticipation
VB commanding,trust
NN watchman,trust
JJ sinister,anger|disgust|fear
NN courtship,anticipation|joy|trust
NN shit,anger|disgust
NN campaigning,anger|fear
NN exhilaration,joy|surprise
NN calculator,trust
VB coming,anticipation
NN ship,anticipation
NN teasing,anger|fear
VB badger,anger
JJ forced,fear
NN sparkle,anticipation|joy|surprise
JJ fecal,disgust
VB sham,anger|disgust
NN procedure,fear
VB missing,fear|sadness
NN antichrist,anger|disgust|fear
VB uplift,anticipation|joy|trust
NN varicella,disgust|fear|sadness
NN drool,disgust
NN honeymoon,anticipation|joy|surprise|trust
NN requiem,sadness
NN lesson,anticipation|trust
VB argue,anger
NN swerve,fear|surprise
VB fat,disgust|sadness
JJ venomous,anger|disgust|fear
JJ confederate,trust
VB corroborate,trust
NN warranty,trust
NN vision,anticipation
VB choir,joy|trust
VB fenced,anger
NN hymn,anticipation|joy|sadness|trust
RB finally,anticipation|disgust|joy|surprise|trust
NN victory,anticipation|joy|trust
RB daily,anticipation
VB renovate,anticipation
VB panic,fear
VB yearning,anticipation|joy|trust
JJ determinate,anticipation|trust
NN bye,anticipation
NN sweat,fear
NN immigrant,fear
JJ humiliating,disgust
NN rejects,anger|fear|sadness
NN eviction,anger|disgust|fear|sadness
VB flirt,anticipation|joy|surprise|trust
NN lull,anticipation
RB adrift,anticipation|fear|sadness
VB muzzle,fear
JJ winning,anticipation|disgust|joy|sadness|surprise|trust
NN infarct,fear|surprise
JJ blighted,disgust|sadness
NN policy,trust
NN dementia,fear|sadness
NN harmony,joy|trust
VB invade,anger|fear|sadness|surprise
VB smuggle,fear
NN foresight,anticipation|trust
JJ unpaid,anger|sadness
NN cop,fear|trust
NN virulence,anger|fear
VB jeopardize,anger|fear
VB apprehend,fear
NN sinner,anger|disgust|fear|sadness
NN seals,trust
VB depend,anticipation|trust
VB scream,anger|disgust|fear|surprise
NN john,disgust
NN craving,anticipation
NN strife,anger
NN exhaustion,anticipation|sadness
NN aunt,trust
NN presumption,trust
JJ sluggish,sadness
VB volunteers,trust
NN rejoicing,anticipation|joy|surprise
NN thump,anger
NN weird,disgust
JJ endangered,fear
NN commonplace,anticipation|trust
JJ clouded,sadness
VB ache,sadness
RB broadside,anticipation
JJ highest,anticipation|fear|joy|surprise
VB disappointing,sadness
VB persecute,anger|fear
VB flying,fear
VB cradle,anticipation|joy|trust
JJ consequent,anticipation
VB fate,anticipation
VB excite,anger|anticipation|fear|joy|surprise
VB structure,trust
NN hide,fear
NN turbulence,anger|fear
NN underestimate,surprise
NN honesty,trust
NN cur,anger|disgust|fear
NN shrapnel,fear
JJ recognizable,anticipation
NN guardian,trust
NN corrosive,fear
NN leprosy,disgust|fear|sadness
VB whirlpool,fear
NN corpse,disgust|sadness
VB whine,disgust|sadness
VB stripped,anger|anticipation|disgust|fear|sadness
NN sick,disgust|sadness
NN cue,anticipation
NN indent,trust
NN shiver,anger|anticipation|fear|sadness
VB pinion,fear
VB whiteness,joy
VB foresee,anticipation|surprise|trust
NN strategist,anticipation|trust
NN pride,joy
JJ odious,anger|disgust|fear
VB cannon,anger|fear
NN deliverance,anticipation|joy|trust
NN superman,joy|trust
JJ nervous,anticipation|fear
VB farm,anticipation
VB terminate,sadness
VB sentence,anger|anticipation|disgust|fear|sadness
JJ waste,disgust
JJ cracked,anger|fear
JJ extrajudicial,fear
NN lush,disgust|sadness
NN apprehension,fear
NN counsellor,anger|fear|trust
NN foreboding,anticipation|fear
NN police,fear|trust
NN jolt,surprise
VB closure,anticipation|joy|sadness
NN liquor,anger|joy|sadness
NN refutation,fear
JJ unguarded,surprise
VB forfeit,anger|sadness
JJ invalid,sadness
NN trade,trust
NN quarrel,anger
NN infection,fear
NN account,trust
VB forced,fear
NN cry,sadness
NN tract,fear
JJ unthinkable,anger|disgust|fear
VB brawl,anger|disgust|fear
JJ suffering,disgust|fear|sadness
NN idiocy,anger|disgust|sadness
NN proctor,trust
NN achievement,anticipation|joy|trust
NN divan,trust
NN recklessness,anger|disgust|fear|surprise
JJ tumultuous,anger|fear
RB fearfully,fear|sadness|surprise
VB vow,anticipation|joy|trust
NN church,anticipation|joy|trust
VB disheartened,sadness
NN labyrinth,anticipation
NN track,anticipation
JJ bogus,anger|disgust
VB coerce,anger|disgust|fear
NN sanctification,joy|trust
NN luck,anticipation|joy|surprise
NN camouflage,surprise
NN cream,anticipation|joy|surprise
NN hostage,anger|fear
NN admiral,trust
JJ automatic,trust
NN judiciary,anticipation|trust
NN nausea,disgust
NN principal,trust
JJ worn,sadness
NN failing,anger|anticipation|fear|sadness
VB bottom,sadness
RB fain,anticipation|joy|trust
NN difficulties,sadness
JJ coming,anticipation
VB surcharge,anger
NN abbot,trust
VB gazette,trust
VB dishonor,anger|disgust|fear|sadness
NN prick,anger|disgust|fear|surprise
NN apostle,trust
NN majority,joy|trust
VB gush,disgust|joy
VB poll,trust
JJ indecent,disgust
VB poke,anticipation
VB stunned,fear|surprise
VB allure,anticipation|joy|surprise
JJ gubernatorial,trust
VB surprising,surprise
NN precipice,fear
JJ endless,anger|fear|joy|sadness|trust
JJ subversive,anger|surprise
JJ base,trust
JJ romance,anticipation|fear|joy|sadness|surprise|trust
JJ commonplace,anticipation|trust
NN surgery,fear|sadness
NN top,anticipation|trust
JJ faithful,trust
VB preclude,anger
VB fall,sadness
JJ faultless,trust
JJ established,joy
NN phalanx,fear|trust
JJ lone,sadness
JJ long,anticipation
NN concussion,anger|sadness
JJ deranged,anger|disgust|fear
JJ opposed,anger|fear
JJ stark,trust
JJ familiar,trust
RB doubtless,trust
NN duress,anger|disgust|fear|sadness
NN restriction,anger|fear|sadness
VB repress,sadness
JJ frightened,fear|surprise
NN preservative,anticipation|joy|surprise|trust
NN vitality,joy|trust
NN shopping,anticipation|joy|surprise|trust
NN idiot,disgust
NN manure,disgust
VB white,anticipation|joy|trust
NN guidance,trust
JJ present,anticipation|joy|surprise|trust
NN purge,fear
JJ septic,disgust
JJ epidemic,anger|anticipation|disgust|fear|sadness|surprise
VB screech,fear|surprise
JJ star,anticipation|joy|trust
RB pop,surprise
